smiles,p_value_0,p_value_1,CYP2D6_inhibition
CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,0.566,0.103,0.0
OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,0.512,0.118,0.0
Cn1cc(-c2ccc3nnc(C(F)(F)c4ccc5ncccc5c4)n3n2)cn1,0.459,0.162,0.0
Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1,0.482,0.138,0.0
Cn1cc(-c2cnc3ccc4ccc(CS(=O)(=O)NCc5ccccn5)cc4c(=O)c3c2)cn1,0.703,0.0756,0.0
CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,0.309,0.232,0.5
Cn1cc(Nc2nccc(N3C[C@H]4CC[C@@H](C3)N4C(=O)[C@@H]3CC3(F)F)n2)cn1,0.542,0.142,0.0
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)c3ccnc(C(F)(F)F)c3F)CC2)C1,0.71,0.0736,0.0
COc1nn(C)cc1Nc1nccc(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)CC4)cccc23)n1,0.137,0.405,1.0
CC1(C)CN(C(=O)c2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)C1,0.9,0.0261,0.0
CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,0.349,0.208,0.5
CC1(C)CCC(C)(C)c2c1cc(C(=O)Nc1cc(F)c(C(=O)O)c(F)c1)c(O)c2Cl,0.754,0.059,0.0
O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,0.672,0.0807,0.0
O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1.O=C(O)/C=C\C(=O)O,0.673,0.0737,0.0
CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O.NCCO.NCCO,0.937,0.0143,0.0
CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC,0.964,0.00371,0.0
O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,0.235,0.286,0.5
CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,0.844,0.0325,0.0
CC1=NN(c2ccc3c(c2)CCCC3)C(=O)/C1=N\Nc1cccc(-c2ccc(C(=O)O)o2)c1O,0.728,0.064,0.0
CCN(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CCN(C[C@H]3CC[C@H](NS(=O)(=O)CC)CC3)CC2)C1)C(C)C,0.083,0.5,1.0
CCN(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CCN(C[C@H]3CC[C@H](NS(=O)(=O)CC)CC3)CC2)C1)C(C)C.CCN(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CCN(C[C@H]3CC[C@H](NS(=O)(=O)CC)CC3)CC2)C1)C(C)C.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,0.911,0.0191,0.0
CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,0.865,0.0248,0.0
Cc1c(-c2ccnn2C)cc(C(=O)NCc2ccc(S(C)(=O)=O)cn2)c(=O)n1-c1cccc(C(F)(F)F)c1,0.556,0.115,0.0
Br.CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,0.766,0.0606,0.0
CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)C1CCOCC1,0.78,0.0452,0.0
CC[C@H](C)n1cc(C)c2c(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc(-c3ccc(N4CCNCC4)nc3)cc21,0.488,0.148,0.0
CN(C)c1cccc(-c2c3c(=O)n(-c4ccccc4Cl)[nH]c3cc(=O)n2C)c1,0.267,0.26,0.5
COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21.Cl.Cl,0.148,0.406,1.0
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,0.684,0.0728,0.0
COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21,0.0693,0.579,1.0
Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,0.795,0.0439,0.0
Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,0.855,0.0262,0.0
Cc1nc(-c2cn3c(n2)-c2ccc(-c4cnn(C(C)(C)C(N)=O)c4)cc2OCC3)n(C(C)C)n1,0.451,0.167,0.0
C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2)C(N)=O,0.129,0.414,1.0
CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,0.308,0.223,0.5
N=C(N)NCCC[C@H](NC(=O)CCC(=O)OC[N+]1(c2cc(=O)c3cccc(-c4ccccc4)c3o2)CCOCC1)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)[O-],0.749,0.062,0.0
CC1(C)OCCn2c1nc1c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,0.787,0.0482,0.0
C=CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)C(=O)CC[C@@H]12)CC=C,0.132,0.442,1.0
CCn1c(=O)c(-c2cc[nH]n2)cc2c(C)nc(N)nc21,0.785,0.0495,0.0
COc1ccc(-c2nc(N3CCOCC3)c3sc(CN(C)c4ncc(C(=O)NO)cn4)cc3n2)cn1,0.897,0.0112,0.0
Cc1c(CN2CCN(C(=O)[C@H](C)O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,0.814,0.036,0.0
Nc1nc2cc(-c3ccc4ncc(C(=O)N5CCOCC5)n4c3)ccc2o1,0.722,0.0688,0.0
CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,0.581,0.126,0.0
CO[C@@H](C)Cn1c(=O)n(C)c2cnc3ccc(-c4cncc(C(C)(C)O)c4)cc3c21,0.084,0.507,1.0
COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(NC(=O)C(C)(C)N)c2)c1,0.86,0.034,0.0
COc1ccc(-c2cc3c(C)nc(N)nc3n([C@H]3CC[C@H](OCCO)CC3)c2=O)cn1,0.609,0.109,0.0
O=C1NC(=O)/C(=C/c2ccc3nccc(-c4ccncc4)c3c2)S1,0.379,0.204,0.5
O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1,0.0197,0.732,1.0
FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,0.159,0.366,1.0
COc1c(OC[C@H](O)CN2CCOCC2)ccc2c1N=C(NC(=O)c1cccnc1C)N1CCN=C21,0.331,0.235,0.5
CS(=O)(=O)N1CCc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc21,0.443,0.166,0.0
COc1ncc(-c2ccc3nccc(-c4ccnnc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,0.474,0.132,0.0
Cn1/c(=N\C#N)n(-c2ccc(C(C)(C)C#N)nc2)c2c3cc(-c4cnc(N)c(C(F)(F)F)c4)ccc3ncc21,0.529,0.115,0.0
COc1ccc(-c2ccc3ncc4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1,0.448,0.173,0.0
COc1ccc(-c2ccc3ncc4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1.O=C(O)/C=C\C(=O)O,0.831,0.0344,0.0
C[C@@H]1OCC2(CCN(c3cnc(Sc4ccnc(N)c4Cl)c(N)n3)CC2)[C@@H]1N,0.165,0.379,1.0
C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,0.462,0.18,0.0
C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,0.412,0.192,0.0
Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,0.427,0.196,0.0
CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,0.191,0.334,1.0
CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1.Cl.Cl,0.992,0.00457,0.0
O=NN(CCCl)C(=O)NC1CCCCC1,0.419,0.178,0.0
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,0.365,0.211,0.5
Cc1ncc([N+](=O)[O-])n1CCO,0.59,0.111,0.0
Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,0.436,0.168,0.0
CS(=O)(=O)OCCCCOS(C)(=O)=O,0.822,0.0412,0.0
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,0.237,0.299,0.5
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],0.524,0.126,0.0
O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,0.177,0.348,1.0
CN(C)c1nc(N(C)C)nc(N(C)C)n1,0.433,0.154,0.0
Oc1ncc(N(CCCl)CCCl)c(O)n1,0.376,0.19,0.0
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[n-]c12.[Na+],0.968,0.00788,0.0
Oc1c(Cl)cc(Cl)c2cccnc12,0.187,0.338,1.0
O.O=P1(N(CCCl)CCCl)NCCCO1,0.114,0.449,1.0
Cc1ncc([N+](=O)[O-])n1CCO.Cl,0.699,0.0787,0.0
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1.Cl,0.56,0.142,0.0
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)[N-]1.[Na+],0.942,0.0169,0.0
CN(CCCl)CCCl.Cl,0.307,0.213,0.5
C1N2CN3CN1CN(C2)C3.O=C(O)CNC(=O)c1ccccc1,0.824,0.036,0.0
COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,0.651,0.0776,0.0
Cl.Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,0.922,0.0186,0.0
CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,0.479,0.151,0.0
CN(N=O)C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,0.719,0.0724,0.0
COc1c2occc2cc2ccc(=O)oc12,0.0322,0.676,1.0
CN(C)/N=N/c1[nH]cnc1C(N)=O,0.256,0.282,0.5
O=NN(CCCl)C(=O)NCCCl,0.497,0.136,0.0
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,0.932,0.0143,0.0
CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,0.129,0.45,1.0
S=P(N1CC1)(N1CC1)N1CC1,0.137,0.389,1.0
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,0.664,0.0731,0.0
Cn1nnc2c(C(N)=O)ncn2c1=O,0.432,0.176,0.0
CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,0.0973,0.479,1.0
N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,0.813,0.0455,0.0
O=P1(NCCCl)OCCCN1CCCl,0.363,0.205,0.5
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,0.444,0.159,0.0
CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,0.138,0.402,1.0
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,0.973,0.00271,0.0
O=c1[nH]cc(F)c(=O)[nH]1,0.481,0.146,0.0
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,0.634,0.0953,0.0
Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,0.417,0.17,0.0
O=C(CCBr)N1CCN(C(=O)CCBr)CC1,0.599,0.106,0.0
Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,0.471,0.151,0.0
COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,0.14,0.399,1.0
CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,0.603,0.0972,0.0
CNNCc1ccc(C(=O)NC(C)C)cc1.Cl,0.645,0.0958,0.0
Cl.NCC(=O)CCC(=O)O,0.745,0.0654,0.0
C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-].[Na+].[Na+],0.994,0.000131,0.0
Cl.N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,0.863,0.0337,0.0
COC(=O)CCC(=O)CN.Cl,0.383,0.207,0.5
N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,0.978,0.00257,0.0
CN(CCCl)CCCl,0.232,0.31,0.5
Oc1c(I)cc(Cl)c2cccnc12,0.36,0.217,0.5
CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,0.365,0.215,0.5
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O,0.839,0.0356,0.0
Cc1cc(C2CCCCC2)n(O)c(=O)c1,0.281,0.267,0.5
Cc1ncc([N+](=O)[O-])n1CC(C)O,0.132,0.399,1.0
O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,0.651,0.0944,0.0
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0.602,0.107,0.0
CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C.Cl,0.793,0.0464,0.0
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C,0.642,0.0895,0.0
CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0.599,0.0988,0.0
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],0.988,0.000938,0.0
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO,0.0937,0.496,1.0
CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.571,0.107,0.0
CCCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,0.69,0.0805,0.0
CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,0.662,0.0895,0.0
C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,0.433,0.159,0.0
C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,0.528,0.111,0.0
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.412,0.172,0.0
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@@]1(O)C(=O)CO,0.452,0.144,0.0
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.O.O=P(O)(O)O.O=P(O)(O)O,0.077,0.557,1.0
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,0.382,0.181,0.0
O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,0.253,0.295,0.5
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2.Cl,0.686,0.0814,0.0
Cc1ccc(-c2ccc(C)cn2)nc1,0.276,0.248,0.5
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,0.371,0.228,0.5
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,0.662,0.0791,0.0
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,0.4,0.182,0.0
Nc1ccc(C(=O)O)c(O)c1,0.481,0.151,0.0
Nc1ccc(C(=O)[O-])c(O)c1.[K+],0.505,0.141,0.0
CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1.Cl,0.119,0.442,1.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.Cl,0.751,0.0503,0.0
Nc1ccc(C(=O)[O-])c(O)c1.O.O.[Na+],0.852,0.0247,0.0
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.O=S(=O)(O)O,0.921,0.0163,0.0
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC.O=C(O)[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,0.712,0.0606,0.0
Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1.[K+].[K+],0.934,0.0164,0.0
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,0.0203,0.744,1.0
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,0.36,0.207,0.5
C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1.CS(=O)(=O)O.O,0.691,0.0774,0.0
c1ccc2[nH]c(-c3cscn3)nc2c1,0.121,0.45,1.0
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,0.392,0.18,0.0
CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,0.00246,0.901,1.0
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,0.483,0.157,0.0
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC.Cl,0.425,0.161,0.0
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,0.756,0.0483,0.0
CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1.Cl,0.261,0.295,0.5
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21.O=C(O)/C=C\C(=O)O,0.481,0.169,0.0
CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2.Cl,0.0996,0.486,1.0
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12.O=P(O)(O)O,0.0774,0.511,1.0
C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1.Cl,0.0173,0.756,1.0
COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC.Cl.O.O,0.118,0.437,1.0
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,0.489,0.143,0.0
Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.564,0.108,0.0
