smiles,p_value_0,p_value_1,hERG_inhibition
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,0.97,0.0052,0
CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,0.757,0.0432,0
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.855,0.0276,0
CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0.455,0.129,0
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,0.893,0.02,0
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],0.885,0.022,0
CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1.CS(=O)(=O)O,0.392,0.148,0
CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[n-]2)cc1.[K+],0.134,0.299,1
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2noc(C)c2C)c(COCC)c1,0.678,0.0639,0
CC(=O)O.CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,0.977,0.00573,0
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.676,0.0619,0
CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,0.0831,0.369,1
CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.815,0.0384,0
CCCc1nc(C(C)(C)O)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.872,0.0217,0
CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,0.382,0.149,0
Cc1nc(C)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nnn[nH]3)cc1)C(=O)CC2,0.119,0.318,1
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(=O)O,0.892,0.0224,0
CC(CN1c2ccccc2Sc2ccccc21)N(C)C.Cl,0.187,0.252,1
Cl.Cl.O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,0.137,0.295,1
O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0.00465,0.871,1
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,0.134,0.298,1
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1.Cl,0.133,0.3,1
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1.O=C(O)/C=C/C(=O)O,0.000976,0.965,1
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,0.261,0.206,0
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1.O=C(O)/C=C\C(=O)O,0.0395,0.494,1
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.Cl,0.239,0.209,0
CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21.Cl,0.655,0.066,0
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1.Cl.O,0.00566,0.838,1
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,0.381,0.152,0
CN(C)CCOC(c1ccccc1)c1ccccc1.Cl,0.255,0.203,0
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,0.389,0.145,0
Cl.Cl.O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0.137,0.296,1
CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,0.134,0.299,1
NC1=NCC2c3ccccc3Cc3ccccc3N12,0.652,0.0667,0
CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,0.528,0.107,0
CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21,0.669,0.0646,0
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,0.562,0.0947,0
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,0.00546,0.85,1
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1.Cl,0.0048,0.865,1
O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1.O=S(=O)(O)c1ccccc1,0.162,0.269,1
CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,0.261,0.206,0
CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,0.774,0.0413,0
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0.0377,0.504,1
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0.166,0.263,1
CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,0.684,0.0601,0
C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,0.154,0.281,1
CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,0.0256,0.587,1
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1.Cl.Cl.O,0.0407,0.503,1
Cl.NC1=NCC2c3ccccc3Cc3ccccc3N12,0.622,0.0773,0
CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21.O=C(O)/C=C/C(=O)O.O=C(O)/C=C/C(=O)O,0.0173,0.669,1
CN(C)CCC(c1ccccc1)c1ccccn1,0.418,0.133,0
CN(C)CCN(Cc1ccccc1)c1ccccn1,0.0914,0.355,1
CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,0.711,0.0515,0
CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,0.0166,0.664,1
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,0.214,0.233,1
CN(C)CCOC(c1ccccc1)c1ccccc1,0.281,0.19,0
CNCCc1ccccn1,0.748,0.0482,0
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,0.00175,0.941,1
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,0.0563,0.445,1
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,0.0291,0.55,1
CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,0.0657,0.408,1
O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,0.166,0.262,1
CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,0.0786,0.37,1
CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,0.0387,0.488,1
CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,0.342,0.167,0
Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,0.0412,0.48,1
O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,0.266,0.196,0
CN(C)CCN(Cc1cccs1)c1ccccn1,0.00531,0.855,1
CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,0.0883,0.364,1
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,0.0364,0.52,1
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,0.000564,0.982,1
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,0.205,0.234,1
CN1CCN(C(c2ccccc2)c2ccccc2)CC1,0.378,0.149,0
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,0.358,0.166,0
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,0.00524,0.855,1
CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,0.84,0.025,0
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.152,0.281,1
CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,0.375,0.154,0
CN(C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,0.773,0.0399,0
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.00463,0.874,1
CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,0.0313,0.542,1
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,0.27,0.191,0
c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,0.00456,0.874,1
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,0.342,0.168,0
CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,0.0061,0.83,1
CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,0.502,0.108,0
NCCc1c[nH]cn1,0.816,0.0284,0
CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,0.00288,0.906,1
Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,0.556,0.0894,0
CN(C)CCC(c1ccccc1)c1ccccn1.O=C(O)/C=C\C(=O)O,0.317,0.17,0
c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,0.389,0.147,0
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1.O=C(O)/C=C/C(=O)O,0.482,0.124,0
CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,0.205,0.234,1
O=C(O)CCCN1CCC(O[C@@H](c2ccc(Cl)cc2)c2ccccn2)CC1,0.487,0.121,0
C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1.Cl,0.134,0.301,1
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,0.685,0.0628,0
CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,0.964,0.00624,0
CN(C)CCOC(c1ccccc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0.00599,0.836,1
CC(C)(CN1CCN(C2=Nc3ccccc3Oc3ccccc32)CC1)C(=O)O,0.0357,0.532,1
O=c1c2ccccc2c(Cc2ccc(Cl)cc2)nn1C[C@H]1CCCN1CCCCc1ccc(OCCCN2CCCCCC2)cc1,0.125,0.305,1
CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,0.35,0.161,0
CCS(=O)(=O)O.COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,0.711,0.0533,0
Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O,0.805,0.0357,0
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,0.633,0.0764,0
CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1,0.0227,0.611,1
COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,0.583,0.0916,0
Cn1cc(C2=C(c3cn(C)c4cc([N+](=O)[O-])ccc34)C(=O)NC2=O)c2ccccc21,0.866,0.0235,0
Cc1cc(-c2cc(OC(=O)c3ccccc3)ccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,0.785,0.0365,0
Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,0.936,0.011,0
COc1cc2c(cc1F)C(c1ccccc1Cl)=Nc1c(n[nH]c1C)N2,0.268,0.204,0
COc1ccc(Br)cc1NC(=O)Nc1cccc2c1ccn2Cc1ccnc(N)c1,0.959,0.00763,0
Cc1cc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)cn4n3)ccc2C)n(C)n1,0.992,0.00207,0
O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,0.302,0.182,0
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,0.314,0.185,0
CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1.Cc1ccc(S(=O)(=O)O)cc1,0.54,0.109,0
COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,0.053,0.47,1
CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,0.197,0.242,1
CO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O[C@H]5O[C@H](COS(=O)(=O)[O-])[C@@H](OC)[C@H](OC)[C@H]5OC)[C@H](OC)[C@H]4OC)[C@H](OS(=O)(=O)[O-])[C@H]3OS(=O)(=O)[O-])[C@H](OC)[C@H]2OC)[C@H](OS(=O)(=O)[O-])[C@H]1OS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],0.962,0.00638,0
CO[C@H]1O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O[C@H]5O[C@H](COS(=O)(=O)O)[C@@H](OC)[C@H](OC)[C@H]5OC)[C@H](OC)[C@H]4OC)[C@H](OS(=O)(=O)O)[C@H]3OS(=O)(=O)O)[C@H](OC)[C@H]2OC)[C@H](OS(=O)(=O)O)[C@H]1OS(=O)(=O)O,0.603,0.0847,0
COc1ccc(C(=O)Nc2cccc(O)c2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1,0.556,0.0973,0
COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2cc[n+]([O-])cc2)cc1,0.956,0.0084,0
O=C([C@H](O)CS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(N2CCCNC2=O)CC1,0.00166,0.948,1
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,0.698,0.0581,0
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,0.726,0.0511,0
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,0.614,0.079,0
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,0.901,0.0173,0
CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+],0.812,0.0354,0
CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,0.33,0.178,0
O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,0.387,0.139,0
CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,0.485,0.114,0
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,0.299,0.179,0
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],0.882,0.0202,0
CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],0.982,0.00202,0
CC(C)n1c(/C=C/C(O)CC(O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21.[Na+],0.666,0.0673,0
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.[Ca+2],0.562,0.0843,0
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.[Mg+2],0.562,0.0844,0
O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1.[Na+],0.59,0.0911,0
CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,0.134,0.3,1
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O,0.0374,0.516,1
CCCc1nc(C)c2c(O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12.Cl,0.69,0.0596,0
CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,0.776,0.0433,0
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,0.638,0.0729,0
COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,0.874,0.0213,0
CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1,0.283,0.197,0
CCOc1ncc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(CCOC)nc2c(=O)[nH]1,0.799,0.036,0
CCOCCn1nc(C(=O)NS(C)(=O)=O)c2nc(N(C)CC)nc(Nc3cc(C)ccn3)c21,0.791,0.0403,0
CCCOCCn1c(=O)c(N2CCN(CCO)CC2)nc2cnc(-c3ccc(OC)nc3)cc21,0.87,0.0231,0
COC(F)(F)C(Cl)Cl,0.136,0.298,1
c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,0.647,0.0667,0
CN1CCC[C@H]1c1cccnc1,0.157,0.283,1
c1cnc2c(c1)O[C@H]1CCN3CC[C@@]1(C2)C3,0.0121,0.736,1
O=c1cccc2n1C[C@@H]1CNC[C@H]2C1,0.512,0.108,0
O=C(O)C(O)C(O)C(=O)O.c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,0.711,0.0498,0
CN[C@@]1(C)[C@@H]2CC[C@@H](C2)C1(C)C,0.351,0.167,0
Clc1cc(N2C[C@@H]3CN[C@@H]3C2)cnc1Cl,0.00582,0.842,1
C(=C/[C@H]1CCNC1)\c1cncnc1,0.301,0.193,0
CN[C@@H](C)C/C=C/c1cncc(OC(C)C)c1,0.251,0.207,0
Cc1ncccc1OC[C@@H]1CCCN1,0.434,0.13,0
O=C(c1ccc(Cl)o1)N1CC2CNCC2C1,0.0369,0.513,1
c1cncc(N2CCC3(CCCN3)C2)c1,0.00999,0.768,1
CC(=O)O.CNCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)O)C(C)C)C(C)C.O,0.804,0.0384,0
CCCc1nc2c(n1Cc1ccc(-c3ccccc3-c3nnn[nH]3)cc1)C(=O)CCCC2,0.34,0.167,0
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1.Cl,0.49,0.11,0
COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1.[Na+],0.843,0.0302,0
CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@]12C,0.548,0.0959,0
C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@@H](C)C/C=C/C(O)(CC)CC)=CCC23)C[C@@H](O)C[C@@H]1O,0.56,0.0969,0
c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,0.008,0.795,1
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,0.354,0.162,0
COC(=O)Nc1nc2cc(C(=O)c3ccccc3)ccc2[nH]1,0.845,0.0232,0
c1ccc2[nH]c(-c3cscn3)nc2c1,0.682,0.0597,0
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,0.531,0.104,0
COC(=O)Nc1nc2cc([S+]([O-])c3ccccc3)ccc2[nH]1,0.336,0.18,0
CC(C)[C@H](NC(=O)[C@H](C(C)C)N(C)C)C(=O)N(C)[C@H](C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)NC(C)(C)C)C(C)C,0.582,0.0947,0
CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,0.68,0.067,0
CC[C@H](NC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccccc1,0.0513,0.444,1
Cn1c(NC[C@@H](N)Cc2ccccc2)nc(-c2ccncc2)c(-c2ccc3ccccc3c2)c1=O,0.128,0.306,1
Cc1ccc(C(=O)NC2CC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,0.275,0.201,0
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)NCc2cc(F)ccc2Oc2ccc3c(cnn3CCO)c2)cc1,0.948,0.0086,0
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,0.982,0.00272,0
OCCC#Cc1nc(-c2ccc(F)cc2)c(-c2ccncc2)n1CCCc1ccccc1,0.0364,0.509,1
Nc1c(C(=O)c2cccc(OC[C@@H](O)CO)c2)cnn1-c1ccc(F)cc1,0.835,0.0286,0
Cl.Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,0.597,0.0844,0
CC(C)(C)c1cc(NC(=O)NCc2ccccc2Sc2ccc3nnc(-c4ccccc4SCCO)n3c2)n(-c2ccc(O)c(Cl)c2)n1,0.849,0.0277,0
CC(C)Cn1ncc2cc(Oc3ccc(F)cc3F)c(C(=O)NCCN(C)C)cc21,0.216,0.229,1
O=C(CO)N1CCC(c2n[nH]c(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,0.109,0.333,1
CCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C,0.00354,0.9,1
COc1cc2c(cc1C(=O)N1CCC(Cc3ccc(F)cc3)CC1)c(C(=O)C(=O)N(C)C)cn2C,0.675,0.0649,0
Cc1cc(F)ccc1-c1nc(NC(CO)CO)nc2c1ccc(=O)n2-c1c(F)cccc1F,0.687,0.0551,0
C/C(=N\NC(=N)N)c1cc(NC(=O)CCCCCCCCC(=O)Nc2cc(/C(C)=N/NC(=N)N)cc(/C(C)=N/NC(=N)N)c2)cc(/C(C)=N/NC(=N)N)c1,0.191,0.256,1
COc1c(NC(=O)C(=O)c2ccc(OCCN3CCOCC3)c3ccccc23)cc(C(C)(C)C)cc1NS(C)(=O)=O.Cl,0.91,0.0172,0
O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,0.0679,0.414,1
CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,0.814,0.0332,0
C[C@@H]1CN(Cc2ccc(F)cc2)[C@@H](C)CN1C(=O)c1cc2c(C(=O)C(=O)N(C)C)cn(C)c2cc1Cl,0.515,0.109,0
Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21,0.00276,0.923,1
NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F,0.924,0.0149,0
CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,0.722,0.0531,0
Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,0.815,0.0339,0
CC(C)(C)Cn1c(N)nc2ccc(-c3[nH]c(C(C)(C)C)nc3-c3ccc(F)cc3)nc21,0.497,0.11,0
Cc1ccc(C(=O)NC2CC2)cc1-n1ncc(C(=O)c2cccc(C#N)c2)c1N,0.429,0.13,0
O=C(Nc1cccnn1)N1CCC(=Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1,0.654,0.0664,0
O=C(Nc1cnccc1Cl)N1CCN(Cc2ccc3c(c2)OC(F)(F)O3)CC1,0.0288,0.572,1
CC(C(=O)[O-])c1ccc(-c2ccccc2)c(F)c1.O.O.[Na+],0.912,0.0145,0
