smiles,p_value_0,p_value_1,PGP_inhibition
CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,0.285,0.143,0
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,0.549,0.0899,0
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O=S(=O)(O)O,0.989,0.00966,0
CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,0.497,0.0824,0
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C.O=S(=O)(O)O,0.732,0.0481,0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1.CCO,0.879,0.0273,0
O=NN(CCCl)C(=O)NCCCl,0.839,0.0266,0
O=c1[nH]c(=O)n(C2CCCO2)cc1F,0.327,0.158,0
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,0.746,0.0508,0
O=c1[nH]cc(F)c(=O)[nH]1,0.311,0.159,0
NC(=O)c1nc(F)cnc1O,0.499,0.0977,0
Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,0.688,0.0473,0
CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1,0.695,0.0533,0
N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,0.865,0.0233,0
CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O,0.611,0.0678,0
COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[n-]c2=O)cc1C(C)(C)C.O.[Na+],0.608,0.0576,0
CCc1cc(CC[C@]2(C3CCCC3)CC(O)=C(Cc3nc4nc(C)cc(C)n4n3)C(=O)O2)cc(CC)n1,0.509,0.122,0
CC(C)C(=O)OC[C@@]1(N=[N+]=[N-])O[C@@H](n2ccc(N)nc2=O)[C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C,0.737,0.0525,0
CC(C)C(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@](C)(F)[C@@H]1OC(=O)C(C)C,0.63,0.0718,0
CS(=O)(=O)Nc1ccc2c(c1)S(=O)(=O)N=C(C1=C(O)[C@@H]3[C@H]4CC[C@H](C4)[C@@H]3N(Cc3ccc(F)cc3)C1=O)N2,0.155,0.192,1
COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(N[C@@H](C)C(=O)OCC(C)(C)C)Oc2cccc3ccccc23)[C@@H](O)[C@@]1(C)O,0.919,0.0135,0
CCOc1nc(N)nc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(OC(C)C)O[C@H]2[C@@]1(C)F,0.796,0.0453,0
Cn1c(C2(NC(=O)c3ccc4c(C5CCCC5)c(-c5ncc(Br)cn5)n(C)c4c3)CCC2)nc2ccc(/C=C/C(=O)O)cc21,0.588,0.0776,0
CC1=CC[C@H](C(=O)N(c2cc(C#CC(C)(C)C)sc2C(=O)O)[C@H]2CC[C@](O)(CO[C@H]3CCOC3)CC2)CC1,0.752,0.0397,0
COc1c(/C=C/c2ccc(NS(C)(=O)=O)cc2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,0.276,0.141,0
CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@@]1(F)O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(O)[C@@H]1O)Oc1ccccc1,0.726,0.0453,0
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O,0.0816,0.241,1
CC(C)[C@H](N)C(=O)O[C@@H]1[C@@H](CO)O[C@@H](n2ccc(N)nc2=O)[C@]1(C)O,0.701,0.0518,0
Cl.OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,0.0515,0.375,1
CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,0.77,0.0249,0
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12,0.0645,0.273,1
CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12.Cl,0.172,0.17,0
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O.Cl.Cl.O.O,0.0423,0.452,1
Fc1ccccc1-c1nc2ccn(Cc3ccc(-c4ccc(C(F)(F)F)cc4C(F)(F)F)nn3)cc-2n1,0.0876,0.237,1
COc1ccc2c(c1)C=C1Cn3c-2c(C2CCCCC2)c2ccc(cc23)C(=O)NS(=O)(=O)N(C)CCOCCN(C)C1=O,0.394,0.129,0
CC(C)OC(=O)[C@@H](C)N[P@@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(Cl)[C@@H]1O)Oc1ccccc1,0.646,0.0576,0
CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,0.0647,0.274,1
Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,0.0021,0.521,1
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.O.O.O=S(=O)(O)O,0.00975,0.584,1
CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1,0.494,0.112,0
C[C@@H](C(=O)NS(C)(=O)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,0.587,0.0711,0
Cl.c1ccc(CC2=NCCN2)cc1,0.441,0.113,0
CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1,0.445,0.117,0
O=P(O)(O)O.[2H]C1([2H])C([C@@H](CC#N)n2cc(-c3ncnc4[nH]ccc34)cn2)C([2H])([2H])C([2H])([2H])C1([2H])[2H],0.556,0.101,0
C1=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nccc(n2)-c2ccc(o2)COC/1,0.182,0.158,0
N#C/C(=C\C=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1,0.921,0.00715,0
Cl.Cl.N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1.O,0.782,0.0258,0
Cc1nnc(C(C)C)n1[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,0.254,0.164,0
O=C(NCC(=O)N1CC[C@H](N[C@H]2CC[C@@](O)(c3ccc(-c4ncccn4)cn3)CC2)C1)c1cccc(C(F)(F)F)c1,0.539,0.0762,0
CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)(C(C)C)C1,0.0916,0.249,1
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O.O=C(O)c1ccccc1,0.789,0.0322,0
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,0.533,0.0661,0
O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1,0.0867,0.245,1
COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](N3C[C@@H](CF)CC3=O)CN1CC2,0.52,0.0978,0
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O.O=P(O)(O)O,0.439,0.112,0
Cl.N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,0.242,0.144,0
N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,0.527,0.0848,0
CC(C)(C)OC[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,0.178,0.194,0.5
Cc1cc2ncc(C(=O)NCC(C)(C)NCC(=O)N3CCC[C@H]3C#N)cn2n1,0.577,0.0402,0
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O.O=C(O)CCC(=O)O,0.7,0.0477,0
CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,0.371,0.146,0
Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,0.203,0.159,0
N[C@@H](CC(=O)N1CCc2c(nc(C(F)(F)F)nc2C(F)(F)F)C1)CN1CC(F)(F)CCC1=O,0.24,0.123,0
O=C(CN[C@@H]1CCNC1)N1CCC[C@H]1B(O)O,0.45,0.112,0
CCOC(=O)C12CCC(NCC(=O)N3C[C@@H](F)C[C@H]3C#N)(CC1)CC2,0.522,0.118,0
CC(C)(CC(=O)N1CCCC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,0.584,0.0823,0
Cc1ccc(S(=O)(=O)O)cc1.Clc1ccc(OC[C@H]2CCN2)cn1,0.576,0.0768,0
N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O=C(O)/C=C\C(=O)O,0.728,0.035,0
O=C(O)[C@H](O)[C@@H](O)C(=O)O.c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,0.584,0.0877,0
Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F.O,0.251,0.145,0
CN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@@H](/C=C/C(=O)N[C@@H]1CCCCNC1=O)Cc1ccc(Cl)c(Cl)c1,0.0962,0.234,1
C#Cc1cncc([C@@H]2CCCN2C)c1,0.485,0.105,0
Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.0549,0.294,1
C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.0593,0.288,1
C[C@@H](O[C@H]1CC[C@@H]2CN(C3=CC(=O)CC3)C[C@H]2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.0245,0.389,1
CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.303,0.169,0
CN(CCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=O)[C@H](c1ccccc1)N1CCN(CC2CC2)CC1,0.0548,0.312,1
CS(=O)(=O)O.Cc1cc(F)ccc1[C@H]1CNCCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.177,0.193,0.5
Cc1cc(F)ccc1[C@H]1C[C@@H](N2CCN3C(=O)CC[C@H]3C2)CCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.0381,0.307,1
C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.Cl.O,0.253,0.147,0
COc1ccc(-n2nnnc2C(F)(F)F)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,0.502,0.0871,0
COc1ccc(C(C)C)cc1CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1,0.276,0.138,0
CC(=O)N1CCN([C@H]2CCN(C(=O)N(C)[C@H](C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3C)C2)CC1,0.0308,0.404,1
CC(C)(C(N)=O)C1CCN(CCC2(c3ccc(Cl)c(Cl)c3)CN(C(=O)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CCO2)CC1,0.295,0.124,0
O=C(c1ccccc1Cl)c1cccnc1-c1nnn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1ccncc1,0.0729,0.291,1
Cc1ccccc1-c1cc(N2CC[N+](C)(COP(=O)(O)O)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.Cl.[Cl-],0.277,0.146,0
Cc1cc(F)ccc1-c1cc(N2C[C@H]3COCCN3C[C@H]2CO)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.242,0.175,0.5
C=Cc1cc(C(=O)Nc2ccc(C(=N)N)cc2)c(-c2ccc(C(=O)NCC3CC3)nc2C(=O)O)cc1OC,0.332,0.159,0
Cl.Cl.N#Cc1cccc([C@@H](NCC2CC2)c2ccc(F)c(NC(=O)c3cc(C(F)(F)F)nn3-c3cccc(CN)c3)c2)c1,0.0291,0.28,1
Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21,0.284,0.143,0
NC(=O)[C@H]1CCN(c2ncnc(N)c2F)C[C@@H]1N1CCC[C@@H](Nc2cc(Cl)cc(C(F)(F)F)c2)C1=O,0.145,0.21,1
C=CCNc1c(O)cc2c(O)c1C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)N2.Cl,0.108,0.226,1
CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3c(ccn3C)c2)c(O)cc1O,0.318,0.147,0
C=CCNC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,0.102,0.211,1
CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O,0.271,0.153,0
CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1,0.891,0.00889,0
COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc32)c1C,0.746,0.0412,0
CC1(C)CC(=O)c2c(C(F)(F)F)nn(-c3ccc(C(N)=O)c(N[C@H]4CC[C@H](OC(=O)CN)CC4)c3)c2C1,0.152,0.209,1
CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,0.35,0.138,0
OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,0.341,0.114,0
Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1.O,0.108,0.254,1
CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,0.203,0.129,0
CCOC(=O)OC[C@H]1O[C@@H](Oc2ccccc2Cc2ccc(OC)cc2)[C@H](O)[C@@H](O)[C@@H]1O,0.703,0.0721,0
CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1,0.285,0.137,0
OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,0.0603,0.288,1
CCOC(=O)OC[C@H]1O[C@@H](Oc2nn(C(C)C)c(C)c2Cc2ccc(OC(C)C)cc2)[C@H](O)[C@@H](O)[C@@H]1O,0.705,0.074,0
CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1.C[C@H](O)CO.O,0.283,0.095,0
CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1.O,0.896,0.0133,0
CCOc1ccc(Cc2cc([C@@H]3O[C@H](SC)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,0.0812,0.24,1
CCc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc2c(c1)OCCO2,0.442,0.124,0
O=C(O)[C@@H]1CCCN1.OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,0.439,0.111,0
CC[C@H](C)[C@H]1NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C(C)=O)[C@@H](C)OC(=O)[C@H](Cc2ccc(OC)cc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@H](C(C)C)OC(=O)C[C@@H]1O,0.036,0.484,1
Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCC(=O)[O-].[Na+],0.939,0.00321,0
Cn1c(=O)c2nc[nH]c2n(C)c1=O.O,0.859,0.0352,0
OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,0.134,0.201,1
CCOc1ccc(Cc2cc([C@@]34OC[C@@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1F,0.19,0.185,0.5
C[N+](C)(C)CCO.[O-]c1ccc(Cc2cc3cccccc-3c2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.253,0.156,0
CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1.O=C1CC[C@@H](C(=O)O)N1,0.615,0.0584,0
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1.Cl,0.803,0.044,0
Cl.N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,0.743,0.0392,0
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O.O.O=C(O)C(O)C(O)C(=O)O,0.909,0.00555,0
CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1.O=P(O)(O)O,0.748,0.0527,0
CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1.Cl,0.454,0.111,0
CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1.Cl,0.597,0.0899,0
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1.Cl,0.119,0.218,1
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,0.0125,0.69,1
C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(F)cc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,0.163,0.18,1
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,0.167,0.156,{∅}
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,0.043,0.452,1
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,0.0204,0.555,1
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl,0.0221,0.434,1
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,0.0237,0.398,1
CN(C)CCCN1c2ccccc2Sc2ccccc21.Cl,0.149,0.176,1
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.Cl,0.174,0.162,0
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.Cl,0.006,0.684,1
CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)CCC(=O)O,0.00889,0.545,1
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1.O.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O,0.16,0.205,1
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,0.0302,0.394,1
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,0.0231,0.445,1
CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21,0.0173,0.496,1
O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,0.168,0.174,1
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21.Cl,0.0149,0.428,1
Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,0.0857,0.283,1
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl,0.0148,0.482,1
Cl.O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,0.0963,0.264,1
CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O,0.822,0.0436,0
CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1.O=C(O)/C=C\C(=O)O,0.252,0.165,0
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0.00313,0.767,1
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,0.588,0.0778,0
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0.0346,0.389,1
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,0.418,0.127,0
CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl,0.912,0.00721,0
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl,0.0321,0.367,1
CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21.O=S(=O)(O)c1ccccc1,0.413,0.108,0
CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O,0.26,0.178,0.5
O=C(O)/C=C/C(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,0.011,0.727,1
COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,0.59,0.0519,0
CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0.0561,0.286,1
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21.O=C(O)/C=C\C(=O)O,0.823,0.0259,0
CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,0.0211,0.622,1
Cl.O.O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,0.214,0.16,0
O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,0.118,0.199,1
CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,0.088,0.246,1
CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1.Cl.Cl.O.O,0.0559,0.285,1
CS(=O)(=O)O.O.O.O.O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,0.498,0.0973,0
CC(O)C(=O)O.O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,0.00229,0.691,1
COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,0.154,0.237,1
CN(C)CCO/N=C(/C=C/c1ccc(O)cc1)c1ccccc1F,0.691,0.0466,0
N#Cc1c[nH]c2c(C(=O)N3CCN(CCc4ccc(F)cc4)CC3)cccc12,0.101,0.249,1
Cl.c1cc2c3c(c1)[C@H]1CCC[C@H]1CN3CCNC2,0.631,0.0635,0
NC(=O)Cn1c(=O)cc(CCN2CCN(c3nccc4sccc34)CC2)c2ccc(F)cc21,0.179,0.186,0.5
CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12,0.00555,0.599,1
CN1CCCC[C@H]1CCc1ccccc1NC(=O)/C=C/c1ccccc1,0.47,0.139,0
COc1cc2c(cc1S(=O)(=O)c1ccc(OCc3ccc(Cl)cc3)cc1)CCN(C)CC2,0.179,0.176,0.5
COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1,0.0623,0.309,1
CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,0.0775,0.218,1
CN/C(=N\CCSCc1nc[nH]c1C)NC#N.Cl,0.408,0.117,0
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,0.788,0.0307,0
C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,0.161,0.206,1
COc1cccc(-c2ccc(NC(=O)C3=C(C(=O)O)CCC3)c(F)c2)c1,0.0493,0.279,1
NC(N)=Nc1nc(CSCCN/C=N/S(=O)(=O)c2ccc(Br)cc2)cs1,0.644,0.0742,0
COc1cccc(-c2cc(F)c(Nc3ncccc3C(=O)O)c(F)c2)c1,0.288,0.142,0
Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O,0.13,0.207,1
Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1,0.191,0.168,0
COc1ccc([C@H]2c3[nH]c4ccc(Cl)cc4c3CCN2C(=O)Oc2ccc(Cl)cc2)cc1,0.0637,0.282,1
